payment_id,customer_id,staff_id,rental_id,amount,payment_date
21025,424,2,15941,9.99,2020-03-23 13:15:10.996577-04
21026,425,1,10545,0.99,2020-03-01 06:06:12.996577-05
21027,425,2,13040,0.99,2020-03-19 03:32:50.996577-04
21028,425,2,14089,5.99,2020-03-20 18:27:28.996577-04
21029,425,2,14881,4.99,2020-03-21 22:16:05.996577-04
21030,425,1,15064,0.99,2020-03-22 05:10:24.996577-04
21031,425,2,15784,6.99,2020-03-23 08:14:26.996577-04
21032,425,2,16036,2.99,2020-03-23 16:41:10.996577-04
21033,426,1,10505,1.99,2020-03-01 04:42:25.996577-05
21034,426,2,11237,0.99,2020-03-02 06:52:27.996577-05
21035,426,2,11876,0.99,2020-03-17 08:46:47.996577-04
21036,426,2,11938,6.99,2020-03-17 11:23:20.996577-04
21037,426,2,12548,5.99,2020-03-18 09:03:52.996577-04
21038,426,2,12707,4.99,2020-03-18 15:20:28.996577-04
21039,426,1,12822,4.99,2020-03-18 19:43:50.996577-04
21040,426,2,13834,2.99,2020-03-20 08:31:34.996577-04
21041,426,2,14151,6.99,2020-03-20 20:51:51.996577-04
21042,426,2,14826,2.99,2020-03-21 20:00:40.996577-04
21043,427,1,10417,4.99,2020-03-01 01:39:02.996577-05
21044,427,1,10464,5.99,2020-03-01 03:11:40.996577-05
21045,427,2,10560,4.99,2020-03-01 06:33:23.996577-05
21046,427,1,11024,5.99,2020-03-01 23:06:57.996577-05
21047,427,1,13720,1.99,2020-03-20 04:30:05.996577-04
21048,427,2,14201,6.99,2020-03-20 22:20:00.996577-04
21049,427,1,14287,3.99,2020-03-21 01:22:25.996577-04
21050,427,1,15330,3.99,2020-03-22 15:03:56.996577-04
21051,428,2,10577,4.99,2020-03-01 07:15:04.996577-05
21052,428,2,10888,2.99,2020-03-01 18:21:11.996577-05
21053,428,2,11536,0.99,2020-03-16 19:08:29.996577-04
21054,429,1,12259,2.99,2020-03-17 22:43:01.996577-04
21055,429,1,12953,4.99,2020-03-19 00:32:33.996577-04
21056,429,2,14495,4.99,2020-03-21 08:33:05.996577-04
21057,430,1,12723,0.99,2020-03-18 16:02:42.996577-04
21058,430,1,12965,4.99,2020-03-19 01:01:26.996577-04
21059,430,1,13007,0.99,2020-03-19 02:16:09.996577-04
21060,430,2,13452,0.99,2020-03-19 18:48:33.996577-04
21061,430,2,13454,2.99,2020-03-19 18:59:18.996577-04
21062,430,1,14058,5.99,2020-03-20 16:53:01.996577-04
21063,430,1,15031,4.99,2020-03-22 03:40:14.996577-04
21064,431,2,10508,0.99,2020-03-01 04:51:53.996577-05
21065,431,1,10527,4.99,2020-03-01 05:24:20.996577-05
21066,431,2,10959,6.99,2020-03-01 21:08:05.996577-05
21067,431,2,11538,2.99,2020-03-16 19:12:30.996577-04
21068,431,1,12273,6.99,2020-03-17 23:09:16.996577-04
21069,431,2,13153,1.99,2020-03-19 07:38:13.996577-04
21070,431,1,13784,4.99,2020-03-20 06:39:54.996577-04
21071,431,1,15809,2.99,2020-03-23 09:10:33.996577-04
21072,431,1,15960,2.99,2020-03-23 14:04:08.996577-04
21073,432,2,11870,0.99,2020-03-17 08:39:54.996577-04
21074,432,1,12767,6.99,2020-03-18 17:54:15.996577-04
21075,432,1,14027,2.99,2020-03-20 15:50:00.996577-04
21076,432,1,15523,4.99,2020-03-22 22:01:02.996577-04
21077,432,1,15713,6.99,2020-03-23 05:24:41.996577-04
21078,433,1,10663,4.99,2020-03-01 10:19:34.996577-05
21079,433,1,11664,2.99,2020-03-17 00:04:18.996577-04
21080,433,2,12669,6.99,2020-03-18 13:46:13.996577-04
21081,433,2,13273,4.99,2020-03-19 12:17:39.996577-04
21082,433,1,13801,4.99,2020-03-20 07:09:19.996577-04
21083,433,2,14523,4.99,2020-03-21 09:32:11.996577-04
21084,433,1,14559,6.99,2020-03-21 10:40:01.996577-04
21085,433,2,15476,4.99,2020-03-22 20:13:33.996577-04
21086,433,1,15502,5.99,2020-03-22 21:08:30.996577-04
21087,434,1,11242,3.99,2020-03-02 07:00:26.996577-05
21088,434,1,11867,2.99,2020-03-17 08:32:54.996577-04
21089,434,2,12030,2.99,2020-03-17 14:39:14.996577-04
21090,434,2,12146,2.99,2020-03-17 18:38:30.996577-04
21091,434,2,12624,7.99,2020-03-18 12:03:26.996577-04
21092,434,2,13359,9.99,2020-03-19 15:33:15.996577-04
21093,434,1,13383,7.99,2020-03-19 16:07:10.996577-04
21094,434,2,14553,4.99,2020-03-21 10:28:06.996577-04
21095,434,2,15016,3.99,2020-03-22 03:16:01.996577-04
21096,434,2,15385,4.99,2020-03-22 17:06:00.996577-04
21097,435,1,10998,6.99,2020-03-01 22:19:21.996577-05
21098,435,1,11041,2.99,2020-03-01 23:32:19.996577-05
21099,435,1,11786,3.99,2020-03-17 05:26:06.996577-04
21100,435,1,11796,0.99,2020-03-17 05:45:13.996577-04
21101,435,2,12046,0.99,2020-03-17 15:16:12.996577-04
21102,435,1,12741,4.99,2020-03-18 16:45:31.996577-04
21103,435,2,13208,0.99,2020-03-19 09:47:21.996577-04
21104,435,1,14696,4.99,2020-03-21 15:16:31.996577-04
21105,435,1,14765,1.99,2020-03-21 18:08:54.996577-04
21106,435,1,14850,0.99,2020-03-21 20:45:21.996577-04
21107,435,1,15136,2.99,2020-03-22 07:47:51.996577-04
21108,436,2,11160,0.99,2020-03-02 03:33:56.996577-05
21109,436,1,11580,2.99,2020-03-16 20:27:33.996577-04
21110,436,2,11615,4.99,2020-03-16 22:23:01.996577-04
21111,436,2,11896,5.99,2020-03-17 09:48:20.996577-04
21112,436,2,12297,0.99,2020-03-17 23:48:23.996577-04
21113,436,2,12429,6.99,2020-03-18 04:55:12.996577-04
21114,436,2,13099,9.99,2020-03-19 05:23:45.996577-04
21115,436,2,13382,7.99,2020-03-19 16:07:07.996577-04
21116,436,1,13533,3.99,2020-03-19 21:58:26.996577-04
21117,436,1,13760,5.99,2020-03-20 05:54:59.996577-04
21118,436,1,13814,0.99,2020-03-20 07:35:49.996577-04
21119,436,2,13826,2.99,2020-03-20 08:15:04.996577-04
21120,436,2,15766,4.99,2020-03-23 07:38:42.996577-04
21121,437,2,10249,0.99,2020-02-29 20:04:05.996577-05
21122,437,2,11417,3.99,2020-03-02 13:13:12.996577-05
21123,437,1,12205,8.99,2020-03-17 20:49:34.996577-04
21124,437,2,13838,7.99,2020-03-20 08:51:12.996577-04
21125,437,1,13839,2.99,2020-03-20 08:51:42.996577-04
21126,437,1,13905,1.99,2020-03-20 10:41:14.996577-04
21127,437,1,14993,1.99,2020-03-22 02:20:44.996577-04
21128,438,1,10512,6.99,2020-03-01 05:04:45.996577-05
21129,438,1,10607,4.99,2020-03-01 08:13:09.996577-05
21130,438,2,11644,4.99,2020-03-16 23:18:12.996577-04
21131,438,2,11933,4.99,2020-03-17 11:06:46.996577-04
21132,438,2,12654,0.99,2020-03-18 13:25:06.996577-04
21133,438,2,13319,7.99,2020-03-19 14:03:39.996577-04
21134,438,1,13414,4.99,2020-03-19 17:16:00.996577-04
21135,438,2,14582,5.99,2020-03-21 11:36:59.996577-04
21136,438,2,15893,5.99,2020-03-23 11:30:26.996577-04
21137,439,2,10744,1.99,2020-03-01 13:25:15.996577-05
21138,439,1,10905,2.99,2020-03-01 19:14:25.996577-05
21139,439,2,11042,6.99,2020-03-01 23:32:59.996577-05
21140,439,2,11544,5.99,2020-03-16 19:23:33.996577-04
21141,439,1,11989,2.99,2020-03-17 12:52:24.996577-04
21142,439,1,12621,2.99,2020-03-18 12:00:02.996577-04
21143,439,2,12755,5.99,2020-03-18 17:07:13.996577-04
21144,439,2,12826,3.99,2020-03-18 19:53:37.996577-04
21145,439,2,13358,4.99,2020-03-19 15:32:46.996577-04
21146,439,2,14730,5.99,2020-03-21 16:49:37.996577-04
21147,439,2,15044,9.99,2020-03-22 04:20:20.996577-04
21148,439,2,15162,4.99,2020-03-22 09:09:31.996577-04
21149,439,2,15653,4.99,2020-03-23 03:03:08.996577-04
21150,439,1,15818,1.99,2020-03-23 09:28:24.996577-04
21151,439,1,16018,0.99,2020-03-23 15:56:01.996577-04
21152,440,2,12403,6.99,2020-03-18 03:59:31.996577-04
21153,440,1,12850,0.99,2020-03-18 20:36:32.996577-04
21154,440,2,13384,4.99,2020-03-19 16:07:17.996577-04
21155,440,2,13779,2.99,2020-03-20 06:32:20.996577-04
21156,440,1,14555,0.99,2020-03-21 10:31:28.996577-04
21157,440,2,14863,7.99,2020-03-21 21:25:30.996577-04
21158,440,2,15264,0.99,2020-03-22 12:56:04.996577-04
21159,440,1,15925,4.99,2020-03-23 12:43:32.996577-04
21160,441,1,10846,1.99,2020-03-01 17:16:20.996577-05
21161,441,2,11247,1.99,2020-03-02 07:02:34.996577-05
21162,441,2,13483,2.99,2020-03-19 19:45:04.996577-04
21163,441,2,13739,4.99,2020-03-20 05:13:36.996577-04
21164,441,1,13932,4.99,2020-03-20 11:45:26.996577-04
21165,441,2,14796,4.99,2020-03-21 19:09:15.996577-04
21166,441,2,15070,3.99,2020-03-22 05:24:11.996577-04
21167,442,2,10365,6.99,2020-02-29 23:37:10.996577-05
21168,442,2,10452,0.99,2020-03-01 02:40:02.996577-05
21169,442,1,12948,0.99,2020-03-19 00:23:40.996577-04
21170,442,2,13004,0.99,2020-03-19 02:08:34.996577-04
21171,442,1,13155,7.99,2020-03-19 07:38:49.996577-04
21172,442,2,14199,0.99,2020-03-20 22:17:09.996577-04
21173,442,1,14418,1.99,2020-03-21 05:42:52.996577-04
21174,442,1,14466,0.99,2020-03-21 07:31:39.996577-04
21175,442,2,15207,2.99,2020-03-22 11:03:51.996577-04
21176,443,2,10360,0.99,2020-02-29 23:21:19.996577-05
21177,443,1,11449,4.99,2020-03-02 14:13:09.996577-05
21178,443,1,12415,4.99,2020-03-18 04:22:27.996577-04
21179,443,2,12857,4.99,2020-03-18 20:48:39.996577-04
21180,443,1,13489,2.99,2020-03-19 19:57:32.996577-04
21181,443,1,14561,2.99,2020-03-21 10:49:09.996577-04
21182,443,2,14611,6.99,2020-03-21 12:30:07.996577-04
21183,443,1,15182,0.99,2020-03-22 10:15:31.996577-04
21184,443,2,15393,4.99,2020-03-22 17:32:35.996577-04
21185,443,1,15519,0.99,2020-03-22 21:51:58.996577-04
21186,444,1,10529,4.99,2020-03-01 05:28:28.996577-05
21187,444,1,10693,4.99,2020-03-01 11:42:40.996577-05
21188,444,2,11353,0.99,2020-03-02 11:03:11.996577-05
21189,444,2,11419,6.99,2020-03-02 13:15:04.996577-05
21190,444,1,11728,4.99,2020-03-17 02:40:52.996577-04
21191,444,1,12161,6.99,2020-03-17 19:10:12.996577-04
21192,444,2,12712,2.99,2020-03-18 15:32:39.996577-04
21193,444,2,12946,2.99,2020-03-19 00:22:00.996577-04
21194,444,1,13488,0.99,2020-03-19 19:57:08.996577-04
21195,444,2,13559,2.99,2020-03-19 22:44:33.996577-04
21196,444,1,13924,0.99,2020-03-20 11:33:44.996577-04
21197,444,1,15249,4.99,2020-03-22 12:26:53.996577-04
21198,444,1,15557,0.99,2020-03-22 23:20:43.996577-04
21199,444,2,15815,4.99,2020-03-23 09:24:13.996577-04
21200,445,2,10334,1.99,2020-02-29 22:27:08.996577-05
21201,445,2,10341,0.99,2020-02-29 22:38:28.996577-05
21202,445,2,10936,9.99,2020-03-01 20:23:30.996577-05
21203,445,1,11383,7.99,2020-03-02 11:50:31.996577-05
21204,445,1,11868,4.99,2020-03-17 08:34:00.996577-04
21205,445,1,11877,3.99,2020-03-17 08:49:37.996577-04
21206,445,2,13586,0.99,2020-03-20 00:08:59.996577-04
21207,445,1,14612,6.99,2020-03-21 12:31:41.996577-04
21208,445,2,14673,2.99,2020-03-21 14:29:44.996577-04
21209,445,1,14866,6.99,2020-03-21 21:40:01.996577-04
21210,445,1,14955,4.99,2020-03-22 00:54:18.996577-04
21211,445,1,15123,3.99,2020-03-22 07:17:10.996577-04
21212,445,1,15791,6.99,2020-03-23 08:30:39.996577-04
21213,445,2,15906,2.99,2020-03-23 12:04:26.996577-04
21214,446,1,11051,3.99,2020-03-01 23:52:05.996577-05
21215,446,2,12253,0.99,2020-03-17 22:29:16.996577-04
21216,446,2,12480,8.99,2020-03-18 06:55:09.996577-04
21217,446,1,15808,1.99,2020-03-23 09:07:03.996577-04
21218,446,2,15951,0.99,2020-03-23 13:38:58.996577-04
21219,447,1,10425,2.99,2020-03-01 01:51:51.996577-05
21220,447,2,10957,5.99,2020-03-01 21:01:56.996577-05
21221,447,2,11108,0.99,2020-03-02 01:48:27.996577-05
21222,447,1,11465,5.99,2020-03-02 15:12:18.996577-05
21223,447,2,12511,0.99,2020-03-18 07:51:45.996577-04
21224,447,1,13072,2.99,2020-03-19 04:31:56.996577-04
21225,447,2,13110,0.99,2020-03-19 05:53:03.996577-04
21226,447,1,13848,4.99,2020-03-20 09:06:15.996577-04
21227,447,2,14443,5.99,2020-03-21 06:34:58.996577-04
21228,447,1,15108,2.99,2020-03-22 06:38:33.996577-04
21229,447,1,15997,4.99,2020-03-23 15:08:57.996577-04
21230,447,2,16032,4.99,2020-03-23 16:28:23.996577-04
21231,448,2,11608,8.99,2020-03-16 22:05:18.996577-04
21232,448,1,11798,9.99,2020-03-17 05:50:09.996577-04
21233,448,1,12446,2.99,2020-03-18 05:24:55.996577-04
21234,448,1,13220,2.99,2020-03-19 10:10:58.996577-04
21235,448,2,13250,3.99,2020-03-19 11:16:21.996577-04
21236,448,1,13982,3.99,2020-03-20 13:36:51.996577-04
21237,448,1,14580,3.99,2020-03-21 11:25:05.996577-04
21238,448,1,14711,2.99,2020-03-21 15:50:33.996577-04
21239,448,2,15358,9.99,2020-03-22 15:57:40.996577-04
21240,448,1,15427,4.99,2020-03-22 18:36:19.996577-04
21241,449,2,10409,2.99,2020-03-01 01:17:41.996577-05
21242,449,1,10416,4.99,2020-03-01 01:37:05.996577-05
21243,449,1,10516,6.99,2020-03-01 05:10:21.996577-05
21244,449,2,10688,6.99,2020-03-01 11:22:09.996577-05
21245,449,1,12212,4.99,2020-03-17 21:01:55.996577-04
21246,449,2,14962,7.99,2020-03-22 01:06:09.996577-04
21247,450,2,10432,2.99,2020-03-01 02:11:47.996577-05
21248,450,1,10984,3.99,2020-03-01 21:58:28.996577-05
21249,450,2,12812,0.99,2020-03-18 19:22:28.996577-04
21250,450,2,13731,4.99,2020-03-20 04:50:34.996577-04
21251,450,1,13810,0.99,2020-03-20 07:28:04.996577-04
21252,450,1,13828,4.99,2020-03-20 08:18:18.996577-04
21253,450,1,14282,4.99,2020-03-21 01:09:55.996577-04
21254,450,2,15019,0.99,2020-03-22 03:21:19.996577-04
21255,450,1,15327,4.99,2020-03-22 14:59:50.996577-04
21256,450,2,15419,4.99,2020-03-22 18:23:02.996577-04
21257,451,2,10337,8.99,2020-02-29 22:30:12.996577-05
21258,451,1,10856,2.99,2020-03-01 17:35:40.996577-05
21259,451,2,10950,2.99,2020-03-01 20:53:34.996577-05
21260,451,2,11167,6.99,2020-03-02 03:44:17.996577-05
21261,451,2,11381,6.99,2020-03-02 11:47:55.996577-05
21262,451,1,11790,2.99,2020-03-17 05:28:34.996577-04
21263,451,2,12371,2.99,2020-03-18 02:31:12.996577-04
21264,451,1,12422,4.99,2020-03-18 04:41:38.996577-04
21265,451,2,13003,1.99,2020-03-19 02:07:55.996577-04
21266,451,2,13100,2.99,2020-03-19 05:24:11.996577-04
21267,451,2,13252,2.99,2020-03-19 11:19:16.996577-04
21268,451,2,13380,0.99,2020-03-19 16:05:24.996577-04
21269,451,1,13666,2.99,2020-03-20 02:48:45.996577-04
21270,451,1,13705,2.99,2020-03-20 04:00:49.996577-04
21271,451,2,14500,0.99,2020-03-21 08:39:56.996577-04
21272,451,1,15651,4.99,2020-03-23 03:00:15.996577-04
21273,452,2,11715,4.99,2020-03-17 02:09:21.996577-04
21274,452,1,11735,3.99,2020-03-17 03:04:08.996577-04
21275,452,1,12355,0.99,2020-03-18 02:04:49.996577-04
21276,452,1,12630,4.99,2020-03-18 12:17:54.996577-04
21277,452,1,13080,4.99,2020-03-19 04:46:26.996577-04
21278,452,1,13642,3.99,2020-03-20 02:10:43.996577-04
21279,452,1,14660,0.99,2020-03-21 14:11:47.996577-04
21280,452,1,15909,0.99,2020-03-23 12:11:08.996577-04
21281,453,1,11794,4.99,2020-03-17 05:37:14.996577-04
21282,453,1,12703,2.99,2020-03-18 15:05:39.996577-04
21283,453,1,13711,7.99,2020-03-20 04:03:46.996577-04
21284,453,1,13785,4.99,2020-03-20 06:40:12.996577-04
21285,453,1,14133,2.99,2020-03-20 20:12:40.996577-04
21286,453,2,14306,5.99,2020-03-21 02:01:01.996577-04
21287,453,2,14644,4.99,2020-03-21 13:40:38.996577-04
21288,453,1,14652,4.99,2020-03-21 14:00:31.996577-04
21289,453,1,15252,0.99,2020-03-22 12:32:48.996577-04
21290,453,2,15627,4.99,2020-03-23 01:54:04.996577-04
21291,454,2,12347,0.99,2020-03-18 01:46:36.996577-04
21292,454,1,12553,0.99,2020-03-18 09:15:20.996577-04
21293,454,2,13496,8.99,2020-03-19 20:10:55.996577-04
21294,454,2,13513,2.99,2020-03-19 20:56:19.996577-04
21295,454,2,13694,8.99,2020-03-20 03:41:49.996577-04
21296,454,1,13805,6.99,2020-03-20 07:21:38.996577-04
21297,454,1,14799,0.99,2020-03-21 19:13:23.996577-04
21298,454,2,14843,2.99,2020-03-21 20:33:51.996577-04
21299,454,2,15012,4.99,2020-03-22 03:10:58.996577-04
21300,454,1,15301,3.99,2020-03-22 14:12:42.996577-04
21301,454,2,15608,1.99,2020-03-23 01:23:52.996577-04
21302,455,1,10436,0.99,2020-03-01 02:19:25.996577-05
21303,455,1,11605,4.99,2020-03-16 21:59:23.996577-04
21304,455,1,12163,2.99,2020-03-17 19:14:27.996577-04
21305,455,1,12314,4.99,2020-03-18 00:38:28.996577-04
21306,455,2,13083,2.99,2020-03-19 04:55:11.996577-04
21307,455,2,13813,4.99,2020-03-20 07:31:52.996577-04
21308,455,1,14294,2.99,2020-03-21 01:35:52.996577-04
21309,455,2,14583,4.99,2020-03-21 11:40:13.996577-04
21310,455,1,15494,1.99,2020-03-22 20:53:35.996577-04
21311,456,2,10519,5.99,2020-03-01 05:12:39.996577-05
21312,456,1,10813,2.99,2020-03-01 16:11:26.996577-05
21313,456,1,12188,4.99,2020-03-17 20:20:09.996577-04
21314,456,1,13144,8.99,2020-03-19 07:14:21.996577-04
21315,456,1,13348,4.99,2020-03-19 15:00:14.996577-04
21316,456,1,13547,4.99,2020-03-19 22:21:42.996577-04
21317,456,2,14253,2.99,2020-03-21 00:16:18.996577-04
21318,456,2,14690,1.99,2020-03-21 15:10:51.996577-04
21319,456,1,15720,3.99,2020-03-23 05:43:46.996577-04
21320,456,1,15910,2.99,2020-03-23 12:11:42.996577-04
21321,457,2,11956,6.99,2020-03-17 11:50:31.996577-04
21322,457,1,12115,4.99,2020-03-17 17:32:41.996577-04
21323,457,1,12171,4.99,2020-03-17 19:34:39.996577-04
21324,457,1,13088,0.99,2020-03-19 05:04:37.996577-04
21325,457,1,13150,2.99,2020-03-19 07:36:45.996577-04
21326,457,2,13934,0.99,2020-03-20 11:47:14.996577-04
21327,457,2,14327,10.99,2020-03-21 02:46:44.996577-04
21328,457,1,14365,6.99,2020-03-21 03:53:39.996577-04
21329,457,1,15128,3.99,2020-03-22 07:25:52.996577-04
21330,458,2,11138,2.99,2020-03-02 02:54:42.996577-05
21331,458,2,11975,2.99,2020-03-17 12:27:05.996577-04
21332,458,2,12768,0.99,2020-03-18 17:54:37.996577-04
21333,458,2,13259,2.99,2020-03-19 11:37:19.996577-04
21334,458,2,13487,2.99,2020-03-19 19:55:31.996577-04
21335,458,2,13571,4.99,2020-03-19 23:33:40.996577-04
21336,458,2,14428,4.99,2020-03-21 05:55:33.996577-04
21337,458,1,15604,4.99,2020-03-23 01:12:45.996577-04
21338,459,1,10233,6.99,2020-02-29 19:22:49.996577-05
21339,459,2,10255,4.99,2020-02-29 20:14:39.996577-05
21340,459,1,10499,7.99,2020-03-01 04:28:46.996577-05
21341,459,1,10531,2.99,2020-03-01 05:34:56.996577-05
21342,459,1,12527,6.99,2020-03-18 08:17:12.996577-04
21343,459,1,12629,7.99,2020-03-18 12:08:59.996577-04
21344,459,2,13960,10.99,2020-03-20 12:44:52.996577-04
21345,459,1,13967,4.99,2020-03-20 12:57:12.996577-04
21346,459,1,14315,3.99,2020-03-21 02:25:05.996577-04
21347,459,1,15126,5.99,2020-03-22 07:22:24.996577-04
21348,459,2,15342,2.99,2020-03-22 15:25:07.996577-04
21349,459,1,15814,0.99,2020-03-23 09:21:16.996577-04
21350,460,2,10754,10.99,2020-03-01 13:40:59.996577-05
21351,460,1,10926,1.99,2020-03-01 19:55:03.996577-05
21352,460,2,11554,2.99,2020-03-16 19:33:43.996577-04
21353,460,1,12056,5.99,2020-03-17 15:32:14.996577-04
21354,460,2,12586,4.99,2020-03-18 10:23:05.996577-04
21355,460,1,12865,0.99,2020-03-18 21:07:16.996577-04
21356,460,2,13215,8.99,2020-03-19 10:04:04.996577-04
21357,460,1,13341,3.99,2020-03-19 14:47:19.996577-04
21358,460,2,13920,5.99,2020-03-20 11:19:44.996577-04
21359,460,2,14864,0.99,2020-03-21 21:25:32.996577-04
21360,460,1,14923,3.99,2020-03-21 23:41:59.996577-04
21361,460,2,15954,2.99,2020-03-23 13:42:33.996577-04
21362,461,1,10260,2.99,2020-02-29 20:26:33.996577-05
21363,461,2,11063,0.99,2020-03-02 00:22:14.996577-05
21364,461,2,11219,0.99,2020-03-02 05:58:46.996577-05
21365,461,2,12022,2.99,2020-03-17 14:21:11.996577-04
21366,461,1,13223,2.99,2020-03-19 10:20:30.996577-04
21367,461,1,13269,2.99,2020-03-19 12:02:26.996577-04
21368,461,1,14186,4.99,2020-03-20 21:59:33.996577-04
21369,461,1,14893,4.99,2020-03-21 22:44:14.996577-04
21370,461,1,15067,2.99,2020-03-22 05:17:47.996577-04
21371,461,2,15187,4.99,2020-03-22 10:21:58.996577-04
21372,461,1,15336,6.99,2020-03-22 15:16:14.996577-04
21373,461,2,15411,2.99,2020-03-22 18:04:07.996577-04
21374,461,2,15449,2.99,2020-03-22 19:24:09.996577-04
21375,461,2,15613,7.99,2020-03-23 01:31:45.996577-04
21376,462,1,10283,2.99,2020-02-29 20:58:11.996577-05
21377,462,2,11639,6.99,2020-03-16 23:11:55.996577-04
21378,462,1,11808,2.99,2020-03-17 06:19:42.996577-04
21379,462,1,12466,4.99,2020-03-18 06:05:21.996577-04
21380,462,2,12582,0.99,2020-03-18 10:19:38.996577-04
21381,462,1,12802,8.99,2020-03-18 18:56:07.996577-04
21382,462,2,13041,8.99,2020-03-19 03:34:04.996577-04
21383,462,1,13328,4.99,2020-03-19 14:24:27.996577-04
21384,462,1,13492,7.99,2020-03-19 20:00:30.996577-04
21385,462,2,15581,2.99,2020-03-23 00:10:39.996577-04
21386,462,1,15943,2.99,2020-03-23 13:17:58.996577-04
21387,462,1,16013,0.99,2020-03-23 15:45:43.996577-04
21388,463,1,10275,3.99,2020-02-29 20:48:34.996577-05
21389,463,2,10405,0.99,2020-03-01 01:03:51.996577-05
21390,463,2,10906,2.99,2020-03-01 19:15:30.996577-05
21391,463,2,12096,7.99,2020-03-17 17:01:16.996577-04
21392,463,2,12679,6.99,2020-03-18 14:10:37.996577-04
21393,463,1,12950,2.99,2020-03-19 00:24:24.996577-04
21394,463,2,13938,4.99,2020-03-20 11:53:11.996577-04
21395,463,1,14689,0.99,2020-03-21 15:01:26.996577-04
21396,463,1,14859,2.99,2020-03-21 21:15:01.996577-04
21397,463,2,15151,7.99,2020-03-22 08:51:37.996577-04
21398,464,2,11275,1.99,2020-03-02 07:54:24.996577-05
21399,464,1,13644,8.99,2020-03-20 02:14:56.996577-04
21400,464,2,13943,2.99,2020-03-20 11:59:44.996577-04
21401,464,1,15092,6.99,2020-03-22 06:04:42.996577-04
21402,464,2,15854,0.99,2020-03-23 10:26:31.996577-04
21403,464,1,15983,4.99,2020-03-23 14:42:04.996577-04
21404,465,1,10542,3.99,2020-03-01 06:00:49.996577-05
21405,465,1,11156,2.99,2020-03-02 03:24:32.996577-05
21406,465,1,11586,4.99,2020-03-16 20:49:08.996577-04
21407,465,2,11648,6.99,2020-03-16 23:24:42.996577-04
21408,465,2,12106,4.99,2020-03-17 17:23:58.996577-04
21409,465,1,12814,4.99,2020-03-18 19:26:50.996577-04
21410,465,1,12864,4.99,2020-03-18 21:06:52.996577-04
21411,465,1,15550,3.99,2020-03-22 22:56:20.996577-04
21412,465,2,15859,4.99,2020-03-23 10:36:41.996577-04
21413,466,1,10469,4.99,2020-03-01 03:19:37.996577-05
21414,466,2,11343,0.99,2020-03-02 10:40:56.996577-05
21415,466,1,11359,4.99,2020-03-02 11:14:21.996577-05
21416,466,1,12048,7.99,2020-03-17 15:17:50.996577-04
21417,466,1,13478,2.99,2020-03-19 19:35:40.996577-04
21418,466,1,13884,5.99,2020-03-20 09:59:17.996577-04
21419,466,1,13988,4.99,2020-03-20 13:49:54.996577-04
21420,466,2,14546,2.99,2020-03-21 10:19:16.996577-04
21421,466,2,15230,4.99,2020-03-22 12:00:07.996577-04
21422,466,1,16005,7.99,2020-03-23 15:28:48.996577-04
21423,467,2,10239,0.99,2020-02-29 19:37:48.996577-05
21424,467,2,11332,2.99,2020-03-02 10:21:23.996577-05
21425,467,1,11874,4.99,2020-03-17 08:45:06.996577-04
21426,467,1,12266,2.99,2020-03-17 22:50:57.996577-04
21427,467,1,12437,9.99,2020-03-18 05:11:09.996577-04
21428,467,1,12641,2.99,2020-03-18 12:46:34.996577-04
21429,467,1,14402,2.99,2020-03-21 05:06:43.996577-04
21430,467,1,14451,0.99,2020-03-21 06:50:10.996577-04
21431,467,1,14842,3.99,2020-03-21 20:33:04.996577-04
21432,467,1,15032,0.99,2020-03-22 03:42:35.996577-04
21433,467,2,15830,2.99,2020-03-23 09:47:41.996577-04
21434,468,2,11257,10.99,2020-03-02 07:13:31.996577-05
21435,468,2,11633,4.99,2020-03-16 22:58:35.996577-04
21436,468,2,12026,6.99,2020-03-17 14:28:36.996577-04
21437,468,2,13221,3.99,2020-03-19 10:14:13.996577-04
21438,468,1,13417,0.99,2020-03-19 17:20:05.996577-04
21439,468,2,14154,4.99,2020-03-20 20:58:26.996577-04
21440,468,2,14210,4.99,2020-03-20 22:56:28.996577-04
21441,468,1,14309,9.99,2020-03-21 02:12:43.996577-04
21442,468,1,14313,2.99,2020-03-21 02:18:19.996577-04
21443,468,1,14614,9.99,2020-03-21 12:32:17.996577-04
21444,468,2,15435,4.99,2020-03-22 18:56:45.996577-04
21445,468,1,15522,1.99,2020-03-22 22:00:57.996577-04
21446,468,1,15836,2.99,2020-03-23 09:57:43.996577-04
21447,468,2,16044,0.99,2020-03-23 16:53:05.996577-04
21448,469,1,10258,4.99,2020-02-29 20:19:35.996577-05
21449,469,1,10316,4.99,2020-02-29 22:03:23.996577-05
21450,469,1,10658,2.99,2020-03-01 10:07:44.996577-05
21451,469,1,10741,2.99,2020-03-01 13:21:18.996577-05
21452,469,2,11185,0.99,2020-03-02 04:33:01.996577-05
21453,469,2,12035,0.99,2020-03-17 14:46:32.996577-04
21454,469,1,12447,4.99,2020-03-18 05:25:27.996577-04
21455,469,1,12633,6.99,2020-03-18 12:24:04.996577-04
21456,469,1,13654,4.99,2020-03-20 02:26:47.996577-04
21457,469,1,13763,2.99,2020-03-20 06:06:22.996577-04
21458,469,2,14197,7.99,2020-03-20 22:15:51.996577-04
21459,469,2,14661,2.99,2020-03-21 14:12:47.996577-04
21460,469,1,15487,4.99,2020-03-22 20:34:17.996577-04
