inventory_id,film_id,store_id,last_update
665,143,2,2020-02-15 05:09:17-05
666,145,2,2020-02-15 05:09:17-05
667,145,2,2020-02-15 05:09:17-05
668,145,2,2020-02-15 05:09:17-05
669,146,1,2020-02-15 05:09:17-05
670,146,1,2020-02-15 05:09:17-05
671,146,1,2020-02-15 05:09:17-05
672,147,1,2020-02-15 05:09:17-05
673,147,1,2020-02-15 05:09:17-05
674,147,1,2020-02-15 05:09:17-05
675,147,2,2020-02-15 05:09:17-05
676,147,2,2020-02-15 05:09:17-05
677,147,2,2020-02-15 05:09:17-05
678,149,1,2020-02-15 05:09:17-05
679,149,1,2020-02-15 05:09:17-05
680,149,1,2020-02-15 05:09:17-05
681,149,2,2020-02-15 05:09:17-05
682,149,2,2020-02-15 05:09:17-05
683,149,2,2020-02-15 05:09:17-05
684,150,1,2020-02-15 05:09:17-05
685,150,1,2020-02-15 05:09:17-05
686,150,2,2020-02-15 05:09:17-05
687,150,2,2020-02-15 05:09:17-05
688,150,2,2020-02-15 05:09:17-05
689,150,2,2020-02-15 05:09:17-05
690,151,1,2020-02-15 05:09:17-05
691,151,1,2020-02-15 05:09:17-05
692,151,2,2020-02-15 05:09:17-05
693,151,2,2020-02-15 05:09:17-05
694,152,1,2020-02-15 05:09:17-05
695,152,1,2020-02-15 05:09:17-05
696,152,1,2020-02-15 05:09:17-05
697,152,1,2020-02-15 05:09:17-05
698,153,1,2020-02-15 05:09:17-05
699,153,1,2020-02-15 05:09:17-05
700,153,1,2020-02-15 05:09:17-05
701,153,1,2020-02-15 05:09:17-05
702,154,1,2020-02-15 05:09:17-05
703,154,1,2020-02-15 05:09:17-05
704,154,1,2020-02-15 05:09:17-05
705,154,2,2020-02-15 05:09:17-05
706,154,2,2020-02-15 05:09:17-05
707,154,2,2020-02-15 05:09:17-05
708,154,2,2020-02-15 05:09:17-05
709,155,1,2020-02-15 05:09:17-05
710,155,1,2020-02-15 05:09:17-05
711,155,2,2020-02-15 05:09:17-05
712,155,2,2020-02-15 05:09:17-05
713,155,2,2020-02-15 05:09:17-05
714,156,2,2020-02-15 05:09:17-05
715,156,2,2020-02-15 05:09:17-05
716,157,2,2020-02-15 05:09:17-05
717,157,2,2020-02-15 05:09:17-05
718,157,2,2020-02-15 05:09:17-05
719,158,1,2020-02-15 05:09:17-05
720,158,1,2020-02-15 05:09:17-05
721,158,2,2020-02-15 05:09:17-05
722,158,2,2020-02-15 05:09:17-05
723,158,2,2020-02-15 05:09:17-05
724,159,1,2020-02-15 05:09:17-05
725,159,1,2020-02-15 05:09:17-05
726,159,1,2020-02-15 05:09:17-05
727,159,1,2020-02-15 05:09:17-05
728,159,2,2020-02-15 05:09:17-05
729,159,2,2020-02-15 05:09:17-05
730,159,2,2020-02-15 05:09:17-05
731,160,1,2020-02-15 05:09:17-05
732,160,1,2020-02-15 05:09:17-05
733,160,2,2020-02-15 05:09:17-05
734,160,2,2020-02-15 05:09:17-05
735,160,2,2020-02-15 05:09:17-05
736,161,1,2020-02-15 05:09:17-05
737,161,1,2020-02-15 05:09:17-05
738,162,1,2020-02-15 05:09:17-05
739,162,1,2020-02-15 05:09:17-05
740,162,1,2020-02-15 05:09:17-05
741,162,2,2020-02-15 05:09:17-05
742,162,2,2020-02-15 05:09:17-05
743,162,2,2020-02-15 05:09:17-05
744,162,2,2020-02-15 05:09:17-05
745,163,2,2020-02-15 05:09:17-05
746,163,2,2020-02-15 05:09:17-05
747,163,2,2020-02-15 05:09:17-05
748,164,1,2020-02-15 05:09:17-05
749,164,1,2020-02-15 05:09:17-05
750,164,2,2020-02-15 05:09:17-05
751,164,2,2020-02-15 05:09:17-05
752,164,2,2020-02-15 05:09:17-05
753,165,1,2020-02-15 05:09:17-05
754,165,1,2020-02-15 05:09:17-05
755,165,1,2020-02-15 05:09:17-05
756,165,2,2020-02-15 05:09:17-05
757,165,2,2020-02-15 05:09:17-05
758,166,1,2020-02-15 05:09:17-05
759,166,1,2020-02-15 05:09:17-05
760,166,1,2020-02-15 05:09:17-05
761,166,1,2020-02-15 05:09:17-05
762,166,2,2020-02-15 05:09:17-05
763,166,2,2020-02-15 05:09:17-05
764,167,1,2020-02-15 05:09:17-05
765,167,1,2020-02-15 05:09:17-05
766,167,1,2020-02-15 05:09:17-05
767,167,1,2020-02-15 05:09:17-05
768,167,2,2020-02-15 05:09:17-05
769,167,2,2020-02-15 05:09:17-05
770,167,2,2020-02-15 05:09:17-05
771,168,1,2020-02-15 05:09:17-05
772,168,1,2020-02-15 05:09:17-05
773,169,1,2020-02-15 05:09:17-05
774,169,1,2020-02-15 05:09:17-05
775,169,2,2020-02-15 05:09:17-05
776,169,2,2020-02-15 05:09:17-05
777,170,1,2020-02-15 05:09:17-05
778,170,1,2020-02-15 05:09:17-05
779,170,2,2020-02-15 05:09:17-05
780,170,2,2020-02-15 05:09:17-05
781,170,2,2020-02-15 05:09:17-05
782,170,2,2020-02-15 05:09:17-05
783,172,1,2020-02-15 05:09:17-05
784,172,1,2020-02-15 05:09:17-05
785,172,1,2020-02-15 05:09:17-05
786,172,1,2020-02-15 05:09:17-05
787,172,2,2020-02-15 05:09:17-05
788,172,2,2020-02-15 05:09:17-05
789,172,2,2020-02-15 05:09:17-05
790,173,1,2020-02-15 05:09:17-05
791,173,1,2020-02-15 05:09:17-05
792,173,1,2020-02-15 05:09:17-05
793,173,2,2020-02-15 05:09:17-05
794,173,2,2020-02-15 05:09:17-05
795,174,1,2020-02-15 05:09:17-05
796,174,1,2020-02-15 05:09:17-05
797,174,1,2020-02-15 05:09:17-05
798,174,1,2020-02-15 05:09:17-05
799,174,2,2020-02-15 05:09:17-05
800,174,2,2020-02-15 05:09:17-05
801,174,2,2020-02-15 05:09:17-05
802,174,2,2020-02-15 05:09:17-05
803,175,1,2020-02-15 05:09:17-05
804,175,1,2020-02-15 05:09:17-05
805,175,2,2020-02-15 05:09:17-05
806,175,2,2020-02-15 05:09:17-05
807,175,2,2020-02-15 05:09:17-05
808,176,1,2020-02-15 05:09:17-05
809,176,1,2020-02-15 05:09:17-05
810,176,2,2020-02-15 05:09:17-05
811,176,2,2020-02-15 05:09:17-05
812,176,2,2020-02-15 05:09:17-05
813,176,2,2020-02-15 05:09:17-05
814,177,2,2020-02-15 05:09:17-05
815,177,2,2020-02-15 05:09:17-05
816,177,2,2020-02-15 05:09:17-05
817,178,1,2020-02-15 05:09:17-05
818,178,1,2020-02-15 05:09:17-05
819,179,1,2020-02-15 05:09:17-05
820,179,1,2020-02-15 05:09:17-05
821,179,1,2020-02-15 05:09:17-05
822,179,1,2020-02-15 05:09:17-05
823,180,2,2020-02-15 05:09:17-05
824,180,2,2020-02-15 05:09:17-05
825,181,1,2020-02-15 05:09:17-05
826,181,1,2020-02-15 05:09:17-05
827,181,1,2020-02-15 05:09:17-05
828,181,2,2020-02-15 05:09:17-05
829,181,2,2020-02-15 05:09:17-05
830,181,2,2020-02-15 05:09:17-05
831,181,2,2020-02-15 05:09:17-05
832,182,1,2020-02-15 05:09:17-05
833,182,1,2020-02-15 05:09:17-05
834,183,1,2020-02-15 05:09:17-05
835,183,1,2020-02-15 05:09:17-05
836,183,1,2020-02-15 05:09:17-05
837,183,2,2020-02-15 05:09:17-05
838,183,2,2020-02-15 05:09:17-05
839,183,2,2020-02-15 05:09:17-05
840,184,1,2020-02-15 05:09:17-05
841,184,1,2020-02-15 05:09:17-05
842,184,2,2020-02-15 05:09:17-05
843,184,2,2020-02-15 05:09:17-05
844,184,2,2020-02-15 05:09:17-05
845,185,1,2020-02-15 05:09:17-05
846,185,1,2020-02-15 05:09:17-05
847,186,1,2020-02-15 05:09:17-05
848,186,1,2020-02-15 05:09:17-05
849,186,2,2020-02-15 05:09:17-05
850,186,2,2020-02-15 05:09:17-05
851,187,2,2020-02-15 05:09:17-05
852,187,2,2020-02-15 05:09:17-05
853,187,2,2020-02-15 05:09:17-05
854,188,1,2020-02-15 05:09:17-05
855,188,1,2020-02-15 05:09:17-05
856,188,1,2020-02-15 05:09:17-05
857,189,1,2020-02-15 05:09:17-05
858,189,1,2020-02-15 05:09:17-05
859,189,2,2020-02-15 05:09:17-05
860,189,2,2020-02-15 05:09:17-05
861,189,2,2020-02-15 05:09:17-05
862,189,2,2020-02-15 05:09:17-05
863,190,2,2020-02-15 05:09:17-05
864,190,2,2020-02-15 05:09:17-05
865,190,2,2020-02-15 05:09:17-05
866,190,2,2020-02-15 05:09:17-05
867,191,1,2020-02-15 05:09:17-05
868,191,1,2020-02-15 05:09:17-05
869,191,1,2020-02-15 05:09:17-05
870,191,2,2020-02-15 05:09:17-05
871,191,2,2020-02-15 05:09:17-05
872,191,2,2020-02-15 05:09:17-05
873,193,1,2020-02-15 05:09:17-05
874,193,1,2020-02-15 05:09:17-05
875,193,1,2020-02-15 05:09:17-05
876,193,1,2020-02-15 05:09:17-05
877,193,2,2020-02-15 05:09:17-05
878,193,2,2020-02-15 05:09:17-05
879,193,2,2020-02-15 05:09:17-05
880,193,2,2020-02-15 05:09:17-05
881,194,1,2020-02-15 05:09:17-05
882,194,1,2020-02-15 05:09:17-05
883,194,2,2020-02-15 05:09:17-05
884,194,2,2020-02-15 05:09:17-05
885,196,1,2020-02-15 05:09:17-05
886,196,1,2020-02-15 05:09:17-05
887,197,1,2020-02-15 05:09:17-05
888,197,1,2020-02-15 05:09:17-05
889,199,1,2020-02-15 05:09:17-05
890,199,1,2020-02-15 05:09:17-05
891,199,1,2020-02-15 05:09:17-05
892,199,1,2020-02-15 05:09:17-05
893,199,2,2020-02-15 05:09:17-05
894,199,2,2020-02-15 05:09:17-05
895,199,2,2020-02-15 05:09:17-05
896,199,2,2020-02-15 05:09:17-05
897,200,1,2020-02-15 05:09:17-05
898,200,1,2020-02-15 05:09:17-05
899,200,1,2020-02-15 05:09:17-05
900,200,1,2020-02-15 05:09:17-05
901,200,2,2020-02-15 05:09:17-05
902,200,2,2020-02-15 05:09:17-05
903,200,2,2020-02-15 05:09:17-05
904,200,2,2020-02-15 05:09:17-05
905,201,1,2020-02-15 05:09:17-05
906,201,1,2020-02-15 05:09:17-05
907,201,1,2020-02-15 05:09:17-05
908,201,1,2020-02-15 05:09:17-05
909,202,1,2020-02-15 05:09:17-05
910,202,1,2020-02-15 05:09:17-05
911,202,1,2020-02-15 05:09:17-05
912,203,2,2020-02-15 05:09:17-05
913,203,2,2020-02-15 05:09:17-05
914,203,2,2020-02-15 05:09:17-05
915,203,2,2020-02-15 05:09:17-05
916,204,1,2020-02-15 05:09:17-05
917,204,1,2020-02-15 05:09:17-05
918,204,1,2020-02-15 05:09:17-05
919,204,1,2020-02-15 05:09:17-05
920,204,2,2020-02-15 05:09:17-05
921,204,2,2020-02-15 05:09:17-05
922,205,1,2020-02-15 05:09:17-05
923,205,1,2020-02-15 05:09:17-05
924,205,1,2020-02-15 05:09:17-05
925,205,1,2020-02-15 05:09:17-05
926,206,1,2020-02-15 05:09:17-05
927,206,1,2020-02-15 05:09:17-05
928,206,1,2020-02-15 05:09:17-05
929,206,1,2020-02-15 05:09:17-05
930,206,2,2020-02-15 05:09:17-05
931,206,2,2020-02-15 05:09:17-05
932,206,2,2020-02-15 05:09:17-05
933,206,2,2020-02-15 05:09:17-05
934,207,1,2020-02-15 05:09:17-05
935,207,1,2020-02-15 05:09:17-05
936,207,1,2020-02-15 05:09:17-05
937,207,1,2020-02-15 05:09:17-05
938,208,1,2020-02-15 05:09:17-05
939,208,1,2020-02-15 05:09:17-05
940,208,1,2020-02-15 05:09:17-05
941,209,1,2020-02-15 05:09:17-05
942,209,1,2020-02-15 05:09:17-05
943,209,1,2020-02-15 05:09:17-05
944,209,1,2020-02-15 05:09:17-05
945,210,2,2020-02-15 05:09:17-05
946,210,2,2020-02-15 05:09:17-05
947,210,2,2020-02-15 05:09:17-05
948,211,1,2020-02-15 05:09:17-05
949,211,1,2020-02-15 05:09:17-05
950,212,1,2020-02-15 05:09:17-05
951,212,1,2020-02-15 05:09:17-05
952,212,1,2020-02-15 05:09:17-05
953,212,2,2020-02-15 05:09:17-05
954,212,2,2020-02-15 05:09:17-05
955,213,1,2020-02-15 05:09:17-05
956,213,1,2020-02-15 05:09:17-05
957,213,1,2020-02-15 05:09:17-05
958,213,1,2020-02-15 05:09:17-05
959,214,2,2020-02-15 05:09:17-05
960,214,2,2020-02-15 05:09:17-05
961,214,2,2020-02-15 05:09:17-05
962,214,2,2020-02-15 05:09:17-05
963,215,1,2020-02-15 05:09:17-05
964,215,1,2020-02-15 05:09:17-05
965,215,1,2020-02-15 05:09:17-05
966,215,2,2020-02-15 05:09:17-05
967,215,2,2020-02-15 05:09:17-05
968,215,2,2020-02-15 05:09:17-05
969,216,1,2020-02-15 05:09:17-05
970,216,1,2020-02-15 05:09:17-05
971,216,2,2020-02-15 05:09:17-05
972,216,2,2020-02-15 05:09:17-05
973,216,2,2020-02-15 05:09:17-05
974,218,1,2020-02-15 05:09:17-05
975,218,1,2020-02-15 05:09:17-05
976,218,1,2020-02-15 05:09:17-05
977,218,1,2020-02-15 05:09:17-05
978,218,2,2020-02-15 05:09:17-05
979,218,2,2020-02-15 05:09:17-05
980,218,2,2020-02-15 05:09:17-05
981,219,1,2020-02-15 05:09:17-05
982,219,1,2020-02-15 05:09:17-05
983,219,1,2020-02-15 05:09:17-05
984,219,1,2020-02-15 05:09:17-05
985,220,1,2020-02-15 05:09:17-05
986,220,1,2020-02-15 05:09:17-05
987,220,1,2020-02-15 05:09:17-05
988,220,1,2020-02-15 05:09:17-05
989,220,2,2020-02-15 05:09:17-05
990,220,2,2020-02-15 05:09:17-05
991,220,2,2020-02-15 05:09:17-05
992,220,2,2020-02-15 05:09:17-05
993,222,1,2020-02-15 05:09:17-05
994,222,1,2020-02-15 05:09:17-05
995,222,2,2020-02-15 05:09:17-05
996,222,2,2020-02-15 05:09:17-05
997,222,2,2020-02-15 05:09:17-05
998,222,2,2020-02-15 05:09:17-05
999,223,2,2020-02-15 05:09:17-05
1000,223,2,2020-02-15 05:09:17-05
1001,224,1,2020-02-15 05:09:17-05
1002,224,1,2020-02-15 05:09:17-05
1003,225,1,2020-02-15 05:09:17-05
1004,225,1,2020-02-15 05:09:17-05
1005,225,1,2020-02-15 05:09:17-05
1006,226,1,2020-02-15 05:09:17-05
1007,226,1,2020-02-15 05:09:17-05
1008,226,2,2020-02-15 05:09:17-05
1009,226,2,2020-02-15 05:09:17-05
1010,226,2,2020-02-15 05:09:17-05
1011,227,1,2020-02-15 05:09:17-05
1012,227,1,2020-02-15 05:09:17-05
1013,227,1,2020-02-15 05:09:17-05
1014,227,2,2020-02-15 05:09:17-05
1015,227,2,2020-02-15 05:09:17-05
1016,228,1,2020-02-15 05:09:17-05
1017,228,1,2020-02-15 05:09:17-05
1018,228,1,2020-02-15 05:09:17-05
1019,228,2,2020-02-15 05:09:17-05
1020,228,2,2020-02-15 05:09:17-05
1021,228,2,2020-02-15 05:09:17-05
1022,228,2,2020-02-15 05:09:17-05
1023,229,1,2020-02-15 05:09:17-05
1024,229,1,2020-02-15 05:09:17-05
1025,229,2,2020-02-15 05:09:17-05
1026,229,2,2020-02-15 05:09:17-05
1027,230,1,2020-02-15 05:09:17-05
1028,230,1,2020-02-15 05:09:17-05
1029,231,1,2020-02-15 05:09:17-05
1030,231,1,2020-02-15 05:09:17-05
1031,231,1,2020-02-15 05:09:17-05
1032,231,1,2020-02-15 05:09:17-05
1033,231,2,2020-02-15 05:09:17-05
1034,231,2,2020-02-15 05:09:17-05
1035,231,2,2020-02-15 05:09:17-05
1036,231,2,2020-02-15 05:09:17-05
1037,232,1,2020-02-15 05:09:17-05
1038,232,1,2020-02-15 05:09:17-05
1039,232,1,2020-02-15 05:09:17-05
1040,232,2,2020-02-15 05:09:17-05
1041,232,2,2020-02-15 05:09:17-05
1042,233,1,2020-02-15 05:09:17-05
1043,233,1,2020-02-15 05:09:17-05
1044,233,1,2020-02-15 05:09:17-05
1045,233,1,2020-02-15 05:09:17-05
1046,233,2,2020-02-15 05:09:17-05
1047,233,2,2020-02-15 05:09:17-05
1048,234,1,2020-02-15 05:09:17-05
1049,234,1,2020-02-15 05:09:17-05
1050,234,1,2020-02-15 05:09:17-05
1051,234,1,2020-02-15 05:09:17-05
1052,234,2,2020-02-15 05:09:17-05
1053,234,2,2020-02-15 05:09:17-05
1054,234,2,2020-02-15 05:09:17-05
1055,235,1,2020-02-15 05:09:17-05
1056,235,1,2020-02-15 05:09:17-05
1057,235,2,2020-02-15 05:09:17-05
1058,235,2,2020-02-15 05:09:17-05
1059,235,2,2020-02-15 05:09:17-05
1060,235,2,2020-02-15 05:09:17-05
1061,236,2,2020-02-15 05:09:17-05
1062,236,2,2020-02-15 05:09:17-05
1063,236,2,2020-02-15 05:09:17-05
1064,236,2,2020-02-15 05:09:17-05
1065,237,1,2020-02-15 05:09:17-05
1066,237,1,2020-02-15 05:09:17-05
1067,238,1,2020-02-15 05:09:17-05
1068,238,1,2020-02-15 05:09:17-05
1069,239,1,2020-02-15 05:09:17-05
1070,239,1,2020-02-15 05:09:17-05
1071,239,1,2020-02-15 05:09:17-05
1072,239,1,2020-02-15 05:09:17-05
1073,239,2,2020-02-15 05:09:17-05
1074,239,2,2020-02-15 05:09:17-05
1075,239,2,2020-02-15 05:09:17-05
1076,239,2,2020-02-15 05:09:17-05
1077,240,2,2020-02-15 05:09:17-05
1078,240,2,2020-02-15 05:09:17-05
1079,240,2,2020-02-15 05:09:17-05
1080,241,1,2020-02-15 05:09:17-05
1081,241,1,2020-02-15 05:09:17-05
1082,241,1,2020-02-15 05:09:17-05
1083,241,1,2020-02-15 05:09:17-05
1084,242,1,2020-02-15 05:09:17-05
1085,242,1,2020-02-15 05:09:17-05
1086,242,2,2020-02-15 05:09:17-05
1087,242,2,2020-02-15 05:09:17-05
1088,242,2,2020-02-15 05:09:17-05
1089,243,1,2020-02-15 05:09:17-05
1090,243,1,2020-02-15 05:09:17-05
1091,243,2,2020-02-15 05:09:17-05
1092,243,2,2020-02-15 05:09:17-05
1093,243,2,2020-02-15 05:09:17-05
1094,243,2,2020-02-15 05:09:17-05
1095,244,1,2020-02-15 05:09:17-05
1096,244,1,2020-02-15 05:09:17-05
1097,244,1,2020-02-15 05:09:17-05
1098,244,1,2020-02-15 05:09:17-05
1099,244,2,2020-02-15 05:09:17-05
1100,244,2,2020-02-15 05:09:17-05
1101,244,2,2020-02-15 05:09:17-05
1102,245,1,2020-02-15 05:09:17-05
1103,245,1,2020-02-15 05:09:17-05
1104,245,1,2020-02-15 05:09:17-05
1105,245,2,2020-02-15 05:09:17-05
1106,245,2,2020-02-15 05:09:17-05
1107,245,2,2020-02-15 05:09:17-05
1108,245,2,2020-02-15 05:09:17-05
1109,246,2,2020-02-15 05:09:17-05
1110,246,2,2020-02-15 05:09:17-05
1111,246,2,2020-02-15 05:09:17-05
1112,247,1,2020-02-15 05:09:17-05
1113,247,1,2020-02-15 05:09:17-05
1114,247,1,2020-02-15 05:09:17-05
1115,247,2,2020-02-15 05:09:17-05
1116,247,2,2020-02-15 05:09:17-05
1117,247,2,2020-02-15 05:09:17-05
1118,247,2,2020-02-15 05:09:17-05
1119,248,2,2020-02-15 05:09:17-05
1120,248,2,2020-02-15 05:09:17-05
1121,249,1,2020-02-15 05:09:17-05
1122,249,1,2020-02-15 05:09:17-05
1123,249,2,2020-02-15 05:09:17-05
1124,249,2,2020-02-15 05:09:17-05
1125,249,2,2020-02-15 05:09:17-05
1126,249,2,2020-02-15 05:09:17-05
1127,250,2,2020-02-15 05:09:17-05
1128,250,2,2020-02-15 05:09:17-05
1129,250,2,2020-02-15 05:09:17-05
1130,250,2,2020-02-15 05:09:17-05
1131,251,1,2020-02-15 05:09:17-05
1132,251,1,2020-02-15 05:09:17-05
1133,251,2,2020-02-15 05:09:17-05
1134,251,2,2020-02-15 05:09:17-05
1135,251,2,2020-02-15 05:09:17-05
1136,252,1,2020-02-15 05:09:17-05
1137,252,1,2020-02-15 05:09:17-05
1138,252,1,2020-02-15 05:09:17-05
1139,252,2,2020-02-15 05:09:17-05
1140,252,2,2020-02-15 05:09:17-05
1141,252,2,2020-02-15 05:09:17-05
1142,253,1,2020-02-15 05:09:17-05
1143,253,1,2020-02-15 05:09:17-05
1144,253,1,2020-02-15 05:09:17-05
1145,253,1,2020-02-15 05:09:17-05
1146,253,2,2020-02-15 05:09:17-05
1147,253,2,2020-02-15 05:09:17-05
1148,254,1,2020-02-15 05:09:17-05
1149,254,1,2020-02-15 05:09:17-05
1150,254,2,2020-02-15 05:09:17-05
1151,254,2,2020-02-15 05:09:17-05
1152,254,2,2020-02-15 05:09:17-05
1153,255,1,2020-02-15 05:09:17-05
1154,255,1,2020-02-15 05:09:17-05
1155,255,1,2020-02-15 05:09:17-05
1156,255,1,2020-02-15 05:09:17-05
1157,255,2,2020-02-15 05:09:17-05
1158,255,2,2020-02-15 05:09:17-05
1159,256,2,2020-02-15 05:09:17-05
1160,256,2,2020-02-15 05:09:17-05
1161,256,2,2020-02-15 05:09:17-05
1162,257,2,2020-02-15 05:09:17-05
1163,257,2,2020-02-15 05:09:17-05
1164,257,2,2020-02-15 05:09:17-05
1165,258,2,2020-02-15 05:09:17-05
1166,258,2,2020-02-15 05:09:17-05
1167,258,2,2020-02-15 05:09:17-05
1168,258,2,2020-02-15 05:09:17-05
1169,259,1,2020-02-15 05:09:17-05
1170,259,1,2020-02-15 05:09:17-05
1171,260,2,2020-02-15 05:09:17-05
1172,260,2,2020-02-15 05:09:17-05
1173,260,2,2020-02-15 05:09:17-05
1174,260,2,2020-02-15 05:09:17-05
1175,261,1,2020-02-15 05:09:17-05
1176,261,1,2020-02-15 05:09:17-05
1177,262,2,2020-02-15 05:09:17-05
1178,262,2,2020-02-15 05:09:17-05
1179,263,1,2020-02-15 05:09:17-05
1180,263,1,2020-02-15 05:09:17-05
1181,263,1,2020-02-15 05:09:17-05
1182,263,1,2020-02-15 05:09:17-05
1183,263,2,2020-02-15 05:09:17-05
1184,263,2,2020-02-15 05:09:17-05
1185,263,2,2020-02-15 05:09:17-05
1186,264,2,2020-02-15 05:09:17-05
1187,264,2,2020-02-15 05:09:17-05
1188,265,1,2020-02-15 05:09:17-05
1189,265,1,2020-02-15 05:09:17-05
1190,265,1,2020-02-15 05:09:17-05
1191,265,1,2020-02-15 05:09:17-05
1192,266,1,2020-02-15 05:09:17-05
1193,266,1,2020-02-15 05:09:17-05
1194,266,1,2020-02-15 05:09:17-05
1195,266,1,2020-02-15 05:09:17-05
1196,266,2,2020-02-15 05:09:17-05
1197,266,2,2020-02-15 05:09:17-05
1198,266,2,2020-02-15 05:09:17-05
1199,266,2,2020-02-15 05:09:17-05
1200,267,1,2020-02-15 05:09:17-05
1201,267,1,2020-02-15 05:09:17-05
1202,267,1,2020-02-15 05:09:17-05
1203,267,1,2020-02-15 05:09:17-05
1204,267,2,2020-02-15 05:09:17-05
1205,267,2,2020-02-15 05:09:17-05
1206,268,2,2020-02-15 05:09:17-05
1207,268,2,2020-02-15 05:09:17-05
1208,269,1,2020-02-15 05:09:17-05
1209,269,1,2020-02-15 05:09:17-05
1210,269,2,2020-02-15 05:09:17-05
1211,269,2,2020-02-15 05:09:17-05
1212,269,2,2020-02-15 05:09:17-05
1213,269,2,2020-02-15 05:09:17-05
1214,270,1,2020-02-15 05:09:17-05
1215,270,1,2020-02-15 05:09:17-05
1216,270,1,2020-02-15 05:09:17-05
1217,270,2,2020-02-15 05:09:17-05
1218,270,2,2020-02-15 05:09:17-05
1219,270,2,2020-02-15 05:09:17-05
1220,270,2,2020-02-15 05:09:17-05
1221,271,1,2020-02-15 05:09:17-05
1222,271,1,2020-02-15 05:09:17-05
1223,271,1,2020-02-15 05:09:17-05
1224,271,2,2020-02-15 05:09:17-05
1225,271,2,2020-02-15 05:09:17-05
1226,272,1,2020-02-15 05:09:17-05
1227,272,1,2020-02-15 05:09:17-05
1228,272,1,2020-02-15 05:09:17-05
1229,272,1,2020-02-15 05:09:17-05
1230,273,1,2020-02-15 05:09:17-05
1231,273,1,2020-02-15 05:09:17-05
1232,273,1,2020-02-15 05:09:17-05
1233,273,1,2020-02-15 05:09:17-05
1234,273,2,2020-02-15 05:09:17-05
1235,273,2,2020-02-15 05:09:17-05
1236,273,2,2020-02-15 05:09:17-05
1237,274,1,2020-02-15 05:09:17-05
1238,274,1,2020-02-15 05:09:17-05
1239,274,1,2020-02-15 05:09:17-05
1240,274,2,2020-02-15 05:09:17-05
1241,274,2,2020-02-15 05:09:17-05
1242,274,2,2020-02-15 05:09:17-05
1243,274,2,2020-02-15 05:09:17-05
1244,275,1,2020-02-15 05:09:17-05
1245,275,1,2020-02-15 05:09:17-05
1246,275,1,2020-02-15 05:09:17-05
1247,275,2,2020-02-15 05:09:17-05
1248,275,2,2020-02-15 05:09:17-05
1249,276,1,2020-02-15 05:09:17-05
1250,276,1,2020-02-15 05:09:17-05
1251,276,1,2020-02-15 05:09:17-05
1252,276,1,2020-02-15 05:09:17-05
1253,277,1,2020-02-15 05:09:17-05
1254,277,1,2020-02-15 05:09:17-05
1255,277,1,2020-02-15 05:09:17-05
1256,278,1,2020-02-15 05:09:17-05
1257,278,1,2020-02-15 05:09:17-05
1258,279,1,2020-02-15 05:09:17-05
1259,279,1,2020-02-15 05:09:17-05
1260,280,1,2020-02-15 05:09:17-05
1261,280,1,2020-02-15 05:09:17-05
1262,280,1,2020-02-15 05:09:17-05
1263,280,1,2020-02-15 05:09:17-05
1264,280,2,2020-02-15 05:09:17-05
1265,280,2,2020-02-15 05:09:17-05
1266,281,1,2020-02-15 05:09:17-05
1267,281,1,2020-02-15 05:09:17-05
1268,281,2,2020-02-15 05:09:17-05
1269,281,2,2020-02-15 05:09:17-05
1270,281,2,2020-02-15 05:09:17-05
1271,281,2,2020-02-15 05:09:17-05
1272,282,1,2020-02-15 05:09:17-05
1273,282,1,2020-02-15 05:09:17-05
1274,282,1,2020-02-15 05:09:17-05
1275,282,2,2020-02-15 05:09:17-05
1276,282,2,2020-02-15 05:09:17-05
1277,282,2,2020-02-15 05:09:17-05
1278,283,1,2020-02-15 05:09:17-05
1279,283,1,2020-02-15 05:09:17-05
1280,283,1,2020-02-15 05:09:17-05
1281,284,1,2020-02-15 05:09:17-05
1282,284,1,2020-02-15 05:09:17-05
1283,284,1,2020-02-15 05:09:17-05
1284,284,2,2020-02-15 05:09:17-05
1285,284,2,2020-02-15 05:09:17-05
1286,284,2,2020-02-15 05:09:17-05
1287,284,2,2020-02-15 05:09:17-05
1288,285,1,2020-02-15 05:09:17-05
1289,285,1,2020-02-15 05:09:17-05
1290,285,1,2020-02-15 05:09:17-05
1291,285,2,2020-02-15 05:09:17-05
1292,285,2,2020-02-15 05:09:17-05
1293,285,2,2020-02-15 05:09:17-05
1294,285,2,2020-02-15 05:09:17-05
1295,286,1,2020-02-15 05:09:17-05
1296,286,1,2020-02-15 05:09:17-05
1297,286,2,2020-02-15 05:09:17-05
1298,286,2,2020-02-15 05:09:17-05
1299,286,2,2020-02-15 05:09:17-05
1300,287,1,2020-02-15 05:09:17-05
1301,287,1,2020-02-15 05:09:17-05
1302,287,2,2020-02-15 05:09:17-05
1303,287,2,2020-02-15 05:09:17-05
1304,288,1,2020-02-15 05:09:17-05
1305,288,1,2020-02-15 05:09:17-05
1306,288,2,2020-02-15 05:09:17-05
1307,288,2,2020-02-15 05:09:17-05
1308,288,2,2020-02-15 05:09:17-05
1309,288,2,2020-02-15 05:09:17-05
1310,289,1,2020-02-15 05:09:17-05
1311,289,1,2020-02-15 05:09:17-05
1312,290,1,2020-02-15 05:09:17-05
1313,290,1,2020-02-15 05:09:17-05
1314,290,1,2020-02-15 05:09:17-05
