city_id,city,country_id,last_update
549,Tychy,76,2020-02-15 04:45:25-05
550,Udaipur,44,2020-02-15 04:45:25-05
551,Udine,49,2020-02-15 04:45:25-05
552,Ueda,50,2020-02-15 04:45:25-05
553,Uijongbu,86,2020-02-15 04:45:25-05
554,Uluberia,44,2020-02-15 04:45:25-05
555,Urawa,50,2020-02-15 04:45:25-05
556,Uruapan,60,2020-02-15 04:45:25-05
557,Usak,97,2020-02-15 04:45:25-05
558,Usolje-Sibirskoje,80,2020-02-15 04:45:25-05
559,Uttarpara-Kotrung,44,2020-02-15 04:45:25-05
560,Vaduz,55,2020-02-15 04:45:25-05
561,Valencia,104,2020-02-15 04:45:25-05
562,Valle de la Pascua,104,2020-02-15 04:45:25-05
563,Valle de Santiago,60,2020-02-15 04:45:25-05
564,Valparai,44,2020-02-15 04:45:25-05
565,Vancouver,20,2020-02-15 04:45:25-05
566,Varanasi (Benares),44,2020-02-15 04:45:25-05
567,Vicente Lpez,6,2020-02-15 04:45:25-05
568,Vijayawada,44,2020-02-15 04:45:25-05
569,Vila Velha,15,2020-02-15 04:45:25-05
570,Vilnius,56,2020-02-15 04:45:25-05
571,Vinh,105,2020-02-15 04:45:25-05
572,Vitria de Santo Anto,15,2020-02-15 04:45:25-05
573,Warren,103,2020-02-15 04:45:25-05
574,Weifang,23,2020-02-15 04:45:25-05
575,Witten,38,2020-02-15 04:45:25-05
576,Woodridge,8,2020-02-15 04:45:25-05
577,Wroclaw,76,2020-02-15 04:45:25-05
578,Xiangfan,23,2020-02-15 04:45:25-05
579,Xiangtan,23,2020-02-15 04:45:25-05
580,Xintai,23,2020-02-15 04:45:25-05
581,Xinxiang,23,2020-02-15 04:45:25-05
582,Yamuna Nagar,44,2020-02-15 04:45:25-05
583,Yangor,65,2020-02-15 04:45:25-05
584,Yantai,23,2020-02-15 04:45:25-05
585,Yaound,19,2020-02-15 04:45:25-05
586,Yerevan,7,2020-02-15 04:45:25-05
587,Yinchuan,23,2020-02-15 04:45:25-05
588,Yingkou,23,2020-02-15 04:45:25-05
589,York,102,2020-02-15 04:45:25-05
590,Yuncheng,23,2020-02-15 04:45:25-05
591,Yuzhou,23,2020-02-15 04:45:25-05
592,Zalantun,23,2020-02-15 04:45:25-05
593,Zanzibar,93,2020-02-15 04:45:25-05
594,Zaoyang,23,2020-02-15 04:45:25-05
595,Zapopan,60,2020-02-15 04:45:25-05
596,Zaria,69,2020-02-15 04:45:25-05
597,Zeleznogorsk,80,2020-02-15 04:45:25-05
598,Zhezqazghan,51,2020-02-15 04:45:25-05
599,Zhoushan,23,2020-02-15 04:45:25-05
600,Ziguinchor,83,2020-02-15 04:45:25-05
