film_id,category_id,last_update
736,8,2020-02-15 05:07:09-05
737,11,2020-02-15 05:07:09-05
738,9,2020-02-15 05:07:09-05
739,7,2020-02-15 05:07:09-05
740,11,2020-02-15 05:07:09-05
741,12,2020-02-15 05:07:09-05
742,10,2020-02-15 05:07:09-05
743,2,2020-02-15 05:07:09-05
744,4,2020-02-15 05:07:09-05
745,15,2020-02-15 05:07:09-05
746,10,2020-02-15 05:07:09-05
747,10,2020-02-15 05:07:09-05
748,1,2020-02-15 05:07:09-05
749,11,2020-02-15 05:07:09-05
750,13,2020-02-15 05:07:09-05
751,13,2020-02-15 05:07:09-05
752,12,2020-02-15 05:07:09-05
753,8,2020-02-15 05:07:09-05
754,5,2020-02-15 05:07:09-05
755,3,2020-02-15 05:07:09-05
756,5,2020-02-15 05:07:09-05
757,6,2020-02-15 05:07:09-05
758,7,2020-02-15 05:07:09-05
759,13,2020-02-15 05:07:09-05
760,13,2020-02-15 05:07:09-05
761,3,2020-02-15 05:07:09-05
762,10,2020-02-15 05:07:09-05
763,15,2020-02-15 05:07:09-05
764,15,2020-02-15 05:07:09-05
765,5,2020-02-15 05:07:09-05
766,7,2020-02-15 05:07:09-05
767,12,2020-02-15 05:07:09-05
768,3,2020-02-15 05:07:09-05
769,9,2020-02-15 05:07:09-05
770,9,2020-02-15 05:07:09-05
771,7,2020-02-15 05:07:09-05
772,7,2020-02-15 05:07:09-05
773,15,2020-02-15 05:07:09-05
774,5,2020-02-15 05:07:09-05
775,7,2020-02-15 05:07:09-05
776,6,2020-02-15 05:07:09-05
777,15,2020-02-15 05:07:09-05
778,8,2020-02-15 05:07:09-05
779,15,2020-02-15 05:07:09-05
780,8,2020-02-15 05:07:09-05
781,10,2020-02-15 05:07:09-05
782,15,2020-02-15 05:07:09-05
783,16,2020-02-15 05:07:09-05
784,16,2020-02-15 05:07:09-05
785,16,2020-02-15 05:07:09-05
786,3,2020-02-15 05:07:09-05
787,16,2020-02-15 05:07:09-05
788,6,2020-02-15 05:07:09-05
789,9,2020-02-15 05:07:09-05
790,7,2020-02-15 05:07:09-05
791,6,2020-02-15 05:07:09-05
792,9,2020-02-15 05:07:09-05
793,1,2020-02-15 05:07:09-05
794,1,2020-02-15 05:07:09-05
795,8,2020-02-15 05:07:09-05
796,15,2020-02-15 05:07:09-05
797,12,2020-02-15 05:07:09-05
798,14,2020-02-15 05:07:09-05
799,11,2020-02-15 05:07:09-05
800,11,2020-02-15 05:07:09-05
801,3,2020-02-15 05:07:09-05
802,1,2020-02-15 05:07:09-05
803,7,2020-02-15 05:07:09-05
804,11,2020-02-15 05:07:09-05
805,2,2020-02-15 05:07:09-05
806,13,2020-02-15 05:07:09-05
807,10,2020-02-15 05:07:09-05
808,4,2020-02-15 05:07:09-05
809,15,2020-02-15 05:07:09-05
810,8,2020-02-15 05:07:09-05
811,16,2020-02-15 05:07:09-05
812,6,2020-02-15 05:07:09-05
813,15,2020-02-15 05:07:09-05
814,5,2020-02-15 05:07:09-05
815,4,2020-02-15 05:07:09-05
816,2,2020-02-15 05:07:09-05
817,14,2020-02-15 05:07:09-05
818,7,2020-02-15 05:07:09-05
819,12,2020-02-15 05:07:09-05
820,2,2020-02-15 05:07:09-05
821,9,2020-02-15 05:07:09-05
822,8,2020-02-15 05:07:09-05
823,1,2020-02-15 05:07:09-05
824,8,2020-02-15 05:07:09-05
825,1,2020-02-15 05:07:09-05
826,16,2020-02-15 05:07:09-05
827,7,2020-02-15 05:07:09-05
828,4,2020-02-15 05:07:09-05
829,8,2020-02-15 05:07:09-05
830,11,2020-02-15 05:07:09-05
831,14,2020-02-15 05:07:09-05
832,8,2020-02-15 05:07:09-05
833,3,2020-02-15 05:07:09-05
834,6,2020-02-15 05:07:09-05
835,10,2020-02-15 05:07:09-05
836,15,2020-02-15 05:07:09-05
837,5,2020-02-15 05:07:09-05
838,1,2020-02-15 05:07:09-05
839,14,2020-02-15 05:07:09-05
840,10,2020-02-15 05:07:09-05
841,15,2020-02-15 05:07:09-05
842,10,2020-02-15 05:07:09-05
843,4,2020-02-15 05:07:09-05
844,15,2020-02-15 05:07:09-05
845,9,2020-02-15 05:07:09-05
846,13,2020-02-15 05:07:09-05
847,13,2020-02-15 05:07:09-05
848,16,2020-02-15 05:07:09-05
849,2,2020-02-15 05:07:09-05
850,1,2020-02-15 05:07:09-05
851,15,2020-02-15 05:07:09-05
852,3,2020-02-15 05:07:09-05
853,3,2020-02-15 05:07:09-05
854,11,2020-02-15 05:07:09-05
855,6,2020-02-15 05:07:09-05
856,11,2020-02-15 05:07:09-05
857,5,2020-02-15 05:07:09-05
858,5,2020-02-15 05:07:09-05
859,2,2020-02-15 05:07:09-05
860,14,2020-02-15 05:07:09-05
861,10,2020-02-15 05:07:09-05
862,4,2020-02-15 05:07:09-05
863,14,2020-02-15 05:07:09-05
864,3,2020-02-15 05:07:09-05
865,2,2020-02-15 05:07:09-05
866,8,2020-02-15 05:07:09-05
867,8,2020-02-15 05:07:09-05
868,16,2020-02-15 05:07:09-05
869,1,2020-02-15 05:07:09-05
870,11,2020-02-15 05:07:09-05
871,5,2020-02-15 05:07:09-05
872,16,2020-02-15 05:07:09-05
873,3,2020-02-15 05:07:09-05
874,4,2020-02-15 05:07:09-05
875,15,2020-02-15 05:07:09-05
876,11,2020-02-15 05:07:09-05
877,12,2020-02-15 05:07:09-05
878,16,2020-02-15 05:07:09-05
879,12,2020-02-15 05:07:09-05
880,2,2020-02-15 05:07:09-05
881,11,2020-02-15 05:07:09-05
882,7,2020-02-15 05:07:09-05
883,3,2020-02-15 05:07:09-05
884,12,2020-02-15 05:07:09-05
885,11,2020-02-15 05:07:09-05
886,2,2020-02-15 05:07:09-05
887,2,2020-02-15 05:07:09-05
888,6,2020-02-15 05:07:09-05
889,3,2020-02-15 05:07:09-05
890,15,2020-02-15 05:07:09-05
891,4,2020-02-15 05:07:09-05
892,2,2020-02-15 05:07:09-05
893,14,2020-02-15 05:07:09-05
894,16,2020-02-15 05:07:09-05
895,4,2020-02-15 05:07:09-05
896,3,2020-02-15 05:07:09-05
897,7,2020-02-15 05:07:09-05
898,15,2020-02-15 05:07:09-05
899,4,2020-02-15 05:07:09-05
900,9,2020-02-15 05:07:09-05
901,2,2020-02-15 05:07:09-05
902,15,2020-02-15 05:07:09-05
903,16,2020-02-15 05:07:09-05
904,11,2020-02-15 05:07:09-05
905,5,2020-02-15 05:07:09-05
906,5,2020-02-15 05:07:09-05
907,7,2020-02-15 05:07:09-05
908,9,2020-02-15 05:07:09-05
909,11,2020-02-15 05:07:09-05
910,7,2020-02-15 05:07:09-05
911,1,2020-02-15 05:07:09-05
912,14,2020-02-15 05:07:09-05
913,13,2020-02-15 05:07:09-05
914,16,2020-02-15 05:07:09-05
915,1,2020-02-15 05:07:09-05
916,2,2020-02-15 05:07:09-05
917,15,2020-02-15 05:07:09-05
918,3,2020-02-15 05:07:09-05
919,10,2020-02-15 05:07:09-05
920,13,2020-02-15 05:07:09-05
921,12,2020-02-15 05:07:09-05
922,11,2020-02-15 05:07:09-05
923,7,2020-02-15 05:07:09-05
924,14,2020-02-15 05:07:09-05
925,6,2020-02-15 05:07:09-05
926,6,2020-02-15 05:07:09-05
927,1,2020-02-15 05:07:09-05
928,3,2020-02-15 05:07:09-05
929,9,2020-02-15 05:07:09-05
930,14,2020-02-15 05:07:09-05
931,16,2020-02-15 05:07:09-05
932,5,2020-02-15 05:07:09-05
933,13,2020-02-15 05:07:09-05
934,10,2020-02-15 05:07:09-05
935,13,2020-02-15 05:07:09-05
936,12,2020-02-15 05:07:09-05
937,13,2020-02-15 05:07:09-05
938,5,2020-02-15 05:07:09-05
939,5,2020-02-15 05:07:09-05
940,15,2020-02-15 05:07:09-05
941,10,2020-02-15 05:07:09-05
942,7,2020-02-15 05:07:09-05
943,6,2020-02-15 05:07:09-05
944,7,2020-02-15 05:07:09-05
945,6,2020-02-15 05:07:09-05
946,8,2020-02-15 05:07:09-05
947,9,2020-02-15 05:07:09-05
948,13,2020-02-15 05:07:09-05
949,10,2020-02-15 05:07:09-05
950,4,2020-02-15 05:07:09-05
951,4,2020-02-15 05:07:09-05
952,6,2020-02-15 05:07:09-05
953,2,2020-02-15 05:07:09-05
954,13,2020-02-15 05:07:09-05
955,3,2020-02-15 05:07:09-05
956,10,2020-02-15 05:07:09-05
957,9,2020-02-15 05:07:09-05
958,7,2020-02-15 05:07:09-05
959,3,2020-02-15 05:07:09-05
960,6,2020-02-15 05:07:09-05
961,9,2020-02-15 05:07:09-05
962,4,2020-02-15 05:07:09-05
963,2,2020-02-15 05:07:09-05
964,1,2020-02-15 05:07:09-05
965,11,2020-02-15 05:07:09-05
966,6,2020-02-15 05:07:09-05
967,14,2020-02-15 05:07:09-05
968,1,2020-02-15 05:07:09-05
969,7,2020-02-15 05:07:09-05
970,4,2020-02-15 05:07:09-05
971,9,2020-02-15 05:07:09-05
972,14,2020-02-15 05:07:09-05
973,6,2020-02-15 05:07:09-05
974,13,2020-02-15 05:07:09-05
975,8,2020-02-15 05:07:09-05
976,10,2020-02-15 05:07:09-05
977,16,2020-02-15 05:07:09-05
978,5,2020-02-15 05:07:09-05
979,7,2020-02-15 05:07:09-05
980,12,2020-02-15 05:07:09-05
981,16,2020-02-15 05:07:09-05
982,1,2020-02-15 05:07:09-05
983,12,2020-02-15 05:07:09-05
984,9,2020-02-15 05:07:09-05
985,14,2020-02-15 05:07:09-05
986,2,2020-02-15 05:07:09-05
987,12,2020-02-15 05:07:09-05
988,16,2020-02-15 05:07:09-05
989,16,2020-02-15 05:07:09-05
990,11,2020-02-15 05:07:09-05
991,1,2020-02-15 05:07:09-05
992,6,2020-02-15 05:07:09-05
993,3,2020-02-15 05:07:09-05
994,13,2020-02-15 05:07:09-05
995,11,2020-02-15 05:07:09-05
996,6,2020-02-15 05:07:09-05
997,12,2020-02-15 05:07:09-05
998,11,2020-02-15 05:07:09-05
999,3,2020-02-15 05:07:09-05
1000,5,2020-02-15 05:07:09-05
